,initialWindForecast,latestWindForecast,settlementDate,settlementPeriod,windOutturn
2016033139,1120,1060,2016-03-31,39,754
2016033140,NULL,NULL,2016-03-31,40,731
2016033141,1098,1094,2016-03-31,41,738
2016033142,NULL,NULL,2016-03-31,42,746
2016033143,1090,1057,2016-03-31,43,706
2016033144,NULL,NULL,2016-03-31,44,734
2016033145,887,1088,2016-03-31,45,841
2016033146,NULL,NULL,2016-03-31,46,909
2016033147,992,1193,2016-03-31,47,916
2016033148,NULL,NULL,2016-03-31,48,954
2016040101,1147,1398,2016-04-01,1,1008
2016040102,NULL,NULL,2016-04-01,2,1164
2016040103,1355,1635,2016-04-01,3,1306
2016040104,NULL,NULL,2016-04-01,4,1427
2016040105,1613,1840,2016-04-01,5,1597
2016040106,NULL,NULL,2016-04-01,6,1769
2016040107,1907,2083,2016-04-01,7,1897
2016040108,NULL,NULL,2016-04-01,8,2119
2016040109,2221,2317,2016-04-01,9,2296
2016040110,NULL,NULL,2016-04-01,10,2368
2016040111,2624,2638,2016-04-01,11,2444
2016040112,NULL,NULL,2016-04-01,12,2516
2016040113,3012,3101,2016-04-01,13,2743
2016040114,NULL,NULL,2016-04-01,14,3031
2016040115,3387,3598,2016-04-01,15,2857
2016040116,NULL,NULL,2016-04-01,16,2961
2016040117,3835,4100,2016-04-01,17,3329
2016040118,NULL,NULL,2016-04-01,18,3604
2016040119,4226,4515,2016-04-01,19,3836
2016040120,NULL,NULL,2016-04-01,20,3864
2016040121,4607,4833,2016-04-01,21,3821
2016040122,NULL,NULL,2016-04-01,22,3718
2016040123,4862,4975,2016-04-01,23,3806
2016040124,NULL,NULL,2016-04-01,24,3873
2016040125,5109,5059,2016-04-01,25,4080
2016040126,NULL,NULL,2016-04-01,26,4179
2016040127,5303,5128,2016-04-01,27,4303
2016040128,NULL,NULL,2016-04-01,28,4388
2016040129,5368,5186,2016-04-01,29,4392
2016040130,NULL,NULL,2016-04-01,30,4434
2016040131,5431,5206,2016-04-01,31,4380
2016040132,NULL,NULL,2016-04-01,32,4450
2016040133,5493,5226,2016-04-01,33,4426
2016040134,NULL,NULL,2016-04-01,34,4482
2016040135,5541,5287,2016-04-01,35,4534
2016040136,NULL,NULL,2016-04-01,36,4601
2016040137,5591,5330,2016-04-01,37,4617
2016040138,NULL,NULL,2016-04-01,38,4617
2016040139,5622,5353,2016-04-01,39,4443
2016040140,NULL,NULL,2016-04-01,40,4371
2016040141,5640,5418,2016-04-01,41,4363
2016040142,NULL,NULL,2016-04-01,42,4401
2016040143,5600,5348,2016-04-01,43,4291
2016040144,NULL,NULL,2016-04-01,44,4114
2016040145,5242,5079,2016-04-01,45,3942
2016040146,NULL,NULL,2016-04-01,46,3867
2016040147,4967,4768,2016-04-01,47,3696
2016040148,NULL,NULL,2016-04-01,48,3513
2016040201,4623,4334,2016-04-02,1,3227
2016040202,NULL,NULL,2016-04-02,2,2942
2016040203,4247,3819,2016-04-02,3,2589
2016040204,NULL,NULL,2016-04-02,4,2418
2016040205,3713,3322,2016-04-02,5,2356
2016040206,NULL,NULL,2016-04-02,6,2187
2016040207,3126,2702,2016-04-02,7,2098
2016040208,NULL,NULL,2016-04-02,8,1956
2016040209,2536,2138,2016-04-02,9,1830
2016040210,NULL,NULL,2016-04-02,10,1731
2016040211,2096,1751,2016-04-02,11,1638
2016040212,NULL,NULL,2016-04-02,12,1555
2016040213,1695,1542,2016-04-02,13,1451
2016040214,NULL,NULL,2016-04-02,14,1367
2016040215,1344,1357,2016-04-02,15,1375
2016040216,NULL,NULL,2016-04-02,16,1448
2016040217,1292,1258,2016-04-02,17,1310
2016040218,NULL,NULL,2016-04-02,18,1171
2016040219,1243,1231,2016-04-02,19,1180
2016040220,NULL,NULL,2016-04-02,20,1046
2016040221,1205,1260,2016-04-02,21,1073
2016040222,NULL,NULL,2016-04-02,22,1083
2016040223,1190,1187,2016-04-02,23,1043
2016040224,NULL,NULL,2016-04-02,24,1102
2016040225,1182,1152,2016-04-02,25,1152
2016040226,NULL,NULL,2016-04-02,26,1102
2016040227,1183,1120,2016-04-02,27,1029
2016040228,NULL,NULL,2016-04-02,28,963
2016040229,1125,1053,2016-04-02,29,879
2016040230,NULL,NULL,2016-04-02,30,846
2016040231,1094,1038,2016-04-02,31,924
2016040232,NULL,NULL,2016-04-02,32,962
2016040233,1094,1114,2016-04-02,33,969
2016040234,NULL,NULL,2016-04-02,34,1160
2016040235,1098,1190,2016-04-02,35,1300
2016040236,NULL,NULL,2016-04-02,36,1450
2016040237,1138,1527,2016-04-02,37,1380
2016040238,NULL,NULL,2016-04-02,38,1466
2016040239,1211,1916,2016-04-02,39,1572
2016040240,NULL,NULL,2016-04-02,40,1576
2016040241,1261,2018,2016-04-02,41,1642
2016040242,NULL,NULL,2016-04-02,42,1578
2016040243,1329,2212,2016-04-02,43,1513
2016040244,NULL,NULL,2016-04-02,44,1335
2016040245,2336,2185,2016-04-02,45,1226
2016040246,NULL,NULL,2016-04-02,46,1189
2016040247,2377,2060,2016-04-02,47,1111
2016040248,NULL,NULL,2016-04-02,48,1126
2016040301,2426,2092,2016-04-03,1,1263
2016040302,NULL,NULL,2016-04-03,2,1374
2016040303,2485,2129,2016-04-03,3,1310
2016040304,NULL,NULL,2016-04-03,4,1233
2016040305,2441,2139,2016-04-03,5,1334
2016040306,NULL,NULL,2016-04-03,6,1224
2016040307,2398,2087,2016-04-03,7,1172
2016040308,NULL,NULL,2016-04-03,8,1220
2016040309,2357,1922,2016-04-03,9,1230
2016040310,NULL,NULL,2016-04-03,10,1304
2016040311,2369,1771,2016-04-03,11,1333
2016040312,NULL,NULL,2016-04-03,12,1413
2016040313,2382,1695,2016-04-03,13,1469
2016040314,NULL,NULL,2016-04-03,14,1254
2016040315,2397,1632,2016-04-03,15,1154
2016040316,NULL,NULL,2016-04-03,16,1032
2016040317,2354,1725,2016-04-03,17,900
2016040318,NULL,NULL,2016-04-03,18,846
2016040319,2307,1817,2016-04-03,19,864
2016040320,NULL,NULL,2016-04-03,20,870
2016040321,2272,1790,2016-04-03,21,930
2016040322,NULL,NULL,2016-04-03,22,1011
2016040323,2229,1758,2016-04-03,23,1059
2016040324,NULL,NULL,2016-04-03,24,1072
2016040325,2207,1781,2016-04-03,25,1038
2016040326,NULL,NULL,2016-04-03,26,1073
2016040327,2203,1808,2016-04-03,27,1079
2016040328,NULL,NULL,2016-04-03,28,1112
2016040329,1970,1701,2016-04-03,29,1102
2016040330,NULL,NULL,2016-04-03,30,993
2016040331,1791,1587,2016-04-03,31,942
2016040332,NULL,NULL,2016-04-03,32,966
2016040333,1659,1477,2016-04-03,33,978
2016040334,NULL,NULL,2016-04-03,34,1023
2016040335,1515,1504,2016-04-03,35,1121
2016040336,NULL,NULL,2016-04-03,36,1297
2016040337,1395,1745,2016-04-03,37,1213
2016040338,NULL,NULL,2016-04-03,38,1338
2016040339,1307,2069,2016-04-03,39,1583
2016040340,NULL,NULL,2016-04-03,40,1717
2016040341,1343,2374,2016-04-03,41,1912
2016040342,NULL,NULL,2016-04-03,42,2022
2016040343,1423,2342,2016-04-03,43,1930
2016040344,NULL,NULL,2016-04-03,44,1755
2016040345,2804,2232,2016-04-03,45,1695
2016040346,NULL,NULL,2016-04-03,46,1158
2016040347,2474,1834,2016-04-03,47,1049
2016040348,NULL,NULL,2016-04-03,48,1014
2016040401,2178,1614,2016-04-04,1,881
2016040402,NULL,NULL,2016-04-04,2,950
2016040403,1900,1495,2016-04-04,3,1057
2016040404,NULL,NULL,2016-04-04,4,1209
2016040405,1679,1505,2016-04-04,5,1549
2016040406,NULL,NULL,2016-04-04,6,1487
2016040407,1493,1582,2016-04-04,7,1582
2016040408,NULL,NULL,2016-04-04,8,1589
2016040409,1329,1678,2016-04-04,9,1482
2016040410,NULL,NULL,2016-04-04,10,1407
2016040411,1322,1652,2016-04-04,11,1262
2016040412,NULL,NULL,2016-04-04,12,1113
2016040413,1319,1584,2016-04-04,13,1083
2016040414,NULL,NULL,2016-04-04,14,1071
2016040415,1321,1522,2016-04-04,15,941
2016040416,NULL,NULL,2016-04-04,16,912
2016040417,1481,1422,2016-04-04,17,917
2016040418,NULL,NULL,2016-04-04,18,1035
2016040419,1640,1435,2016-04-04,19,1237
2016040420,NULL,NULL,2016-04-04,20,1499
2016040421,1799,1460,2016-04-04,21,1469
2016040422,NULL,NULL,2016-04-04,22,1329
2016040423,1869,1490,2016-04-04,23,1249
2016040424,NULL,NULL,2016-04-04,24,1271
2016040425,1945,1618,2016-04-04,25,1432
2016040426,NULL,NULL,2016-04-04,26,1481
2016040427,2026,1683,2016-04-04,27,1507
2016040428,NULL,NULL,2016-04-04,28,1443
2016040429,1976,1674,2016-04-04,29,1487
2016040430,NULL,NULL,2016-04-04,30,1368
2016040431,1930,1639,2016-04-04,31,1431
2016040432,NULL,NULL,2016-04-04,32,1281
2016040433,1886,1575,2016-04-04,33,1232
2016040434,NULL,NULL,2016-04-04,34,1193
2016040435,1768,1467,2016-04-04,35,1372
2016040436,NULL,NULL,2016-04-04,36,1237
2016040437,1654,1391,2016-04-04,37,1324
2016040438,NULL,NULL,2016-04-04,38,1346
2016040439,1550,1318,2016-04-04,39,1266
2016040440,NULL,NULL,2016-04-04,40,1229
2016040441,1493,1267,2016-04-04,41,1115
2016040442,NULL,NULL,2016-04-04,42,1066
2016040443,1453,1184,2016-04-04,43,1034
2016040444,NULL,NULL,2016-04-04,44,1079
2016040445,1191,1181,2016-04-04,45,1167
2016040446,NULL,NULL,2016-04-04,46,1193
2016040447,1134,1209,2016-04-04,47,1210
2016040448,NULL,NULL,2016-04-04,48,1203
2016040501,1096,1276,2016-04-05,1,1198
2016040502,NULL,NULL,2016-04-05,2,1209
2016040503,1070,1326,2016-04-05,3,1208
2016040504,NULL,NULL,2016-04-05,4,1289
2016040505,1060,1390,2016-04-05,5,1338
2016040506,NULL,NULL,2016-04-05,6,1273
2016040507,1072,1564,2016-04-05,7,1236
2016040508,NULL,NULL,2016-04-05,8,1204
2016040509,1103,1774,2016-04-05,9,1341
2016040510,NULL,NULL,2016-04-05,10,1384
2016040511,1151,1941,2016-04-05,11,1462
2016040512,NULL,NULL,2016-04-05,12,1546
2016040513,1204,2105,2016-04-05,13,1582
2016040514,NULL,NULL,2016-04-05,14,1634
2016040515,1261,2244,2016-04-05,15,1677
2016040516,NULL,NULL,2016-04-05,16,1681
2016040517,1305,2330,2016-04-05,17,1651
2016040518,NULL,NULL,2016-04-05,18,1735
2016040519,1361,2391,2016-04-05,19,1869
2016040520,NULL,NULL,2016-04-05,20,1923
2016040521,1419,2474,2016-04-05,21,2054
2016040522,NULL,NULL,2016-04-05,22,2046
2016040523,1498,2528,2016-04-05,23,2119
2016040524,NULL,NULL,2016-04-05,24,2175
2016040525,1590,2581,2016-04-05,25,2249
2016040526,NULL,NULL,2016-04-05,26,2368
2016040527,1693,2656,2016-04-05,27,2387
2016040528,NULL,NULL,2016-04-05,28,2254
2016040529,1819,2818,2016-04-05,29,2235
2016040530,NULL,NULL,2016-04-05,30,2272
2016040531,1950,2953,2016-04-05,31,2429
2016040532,NULL,NULL,2016-04-05,32,2474
2016040533,2086,2976,2016-04-05,33,2414
2016040534,NULL,NULL,2016-04-05,34,2414
2016040535,2033,2791,2016-04-05,35,2302
2016040536,NULL,NULL,2016-04-05,36,2336
2016040537,1986,2624,2016-04-05,37,2156
2016040538,NULL,NULL,2016-04-05,38,2080
2016040539,1946,2475,2016-04-05,39,2138
2016040540,NULL,NULL,2016-04-05,40,2074
2016040541,1872,2379,2016-04-05,41,1969
2016040542,NULL,NULL,2016-04-05,42,1962
2016040543,1821,2514,2016-04-05,43,1962
2016040544,NULL,NULL,2016-04-05,44,1954
2016040545,2113,2633,2016-04-05,45,1985
2016040546,NULL,NULL,2016-04-05,46,2023
2016040547,2321,2641,2016-04-05,47,2002
2016040548,NULL,NULL,2016-04-05,48,1924
2016040601,2553,2544,2016-04-06,1,1842
2016040602,NULL,NULL,2016-04-06,2,1915
2016040603,2784,2608,2016-04-06,3,2317
2016040604,NULL,NULL,2016-04-06,4,2470
2016040605,3193,2909,2016-04-06,5,2702
2016040606,NULL,NULL,2016-04-06,6,3002
2016040607,3601,3343,2016-04-06,7,3154
2016040608,NULL,NULL,2016-04-06,8,3389
2016040609,3982,3921,2016-04-06,9,3614
2016040610,NULL,NULL,2016-04-06,10,3820
2016040611,4357,4256,2016-04-06,11,3853
2016040612,NULL,NULL,2016-04-06,12,3824
2016040613,4711,4579,2016-04-06,13,3920
2016040614,NULL,NULL,2016-04-06,14,3842
2016040615,5031,4868,2016-04-06,15,3988
2016040616,NULL,NULL,2016-04-06,16,4067
2016040617,5403,5137,2016-04-06,17,4342
2016040618,NULL,NULL,2016-04-06,18,4461
2016040619,5745,5431,2016-04-06,19,4629
2016040620,NULL,NULL,2016-04-06,20,4619
2016040621,6046,5689,2016-04-06,21,4679
2016040622,NULL,NULL,2016-04-06,22,4615
2016040623,6251,5848,2016-04-06,23,4773
2016040624,NULL,NULL,2016-04-06,24,4839
2016040625,6430,5946,2016-04-06,25,4750
2016040626,NULL,NULL,2016-04-06,26,4667
2016040627,6581,6014,2016-04-06,27,4599
2016040628,NULL,NULL,2016-04-06,28,4622
2016040629,6516,6175,2016-04-06,29,4731
2016040630,NULL,NULL,2016-04-06,30,4633
2016040631,6436,6268,2016-04-06,31,4960
2016040632,NULL,NULL,2016-04-06,32,5053
2016040633,6340,6361,2016-04-06,33,4967
2016040634,NULL,NULL,2016-04-06,34,4987
2016040635,6240,6391,2016-04-06,35,5103
2016040636,NULL,NULL,2016-04-06,36,5462
2016040637,6102,6352,2016-04-06,37,5471
2016040638,NULL,NULL,2016-04-06,38,5410
2016040639,5946,6263,2016-04-06,39,5206
2016040640,NULL,NULL,2016-04-06,40,5139
2016040641,5952,6221,2016-04-06,41,4974
2016040642,NULL,NULL,2016-04-06,42,4977
2016040643,5951,6536,2016-04-06,43,4992
2016040644,NULL,NULL,2016-04-06,44,5029
2016040645,6121,6460,2016-04-06,45,4991
2016040646,NULL,NULL,2016-04-06,46,4902
2016040647,6088,6383,2016-04-06,47,4779
2016040648,NULL,NULL,2016-04-06,48,4842
2016040701,6052,6262,2016-04-07,1,4854
2016040702,NULL,NULL,2016-04-07,2,4783
2016040703,6014,6168,2016-04-07,3,4713
2016040704,NULL,NULL,2016-04-07,4,4677
2016040705,5972,6054,2016-04-07,5,4679
2016040706,NULL,NULL,2016-04-07,6,4574
2016040707,5919,5912,2016-04-07,7,4537
2016040708,NULL,NULL,2016-04-07,8,4530
2016040709,5867,5782,2016-04-07,9,4461
2016040710,NULL,NULL,2016-04-07,10,4467
2016040711,5780,5755,2016-04-07,11,4484
2016040712,NULL,NULL,2016-04-07,12,4429
2016040713,5689,5775,2016-04-07,13,4511
2016040714,NULL,NULL,2016-04-07,14,4438
2016040715,5590,5754,2016-04-07,15,4334
2016040716,NULL,NULL,2016-04-07,16,4315
2016040717,5492,5718,2016-04-07,17,4275
2016040718,NULL,NULL,2016-04-07,18,4144
2016040719,5372,5712,2016-04-07,19,4015
2016040720,NULL,NULL,2016-04-07,20,3862
2016040721,5239,5726,2016-04-07,21,3825
2016040722,NULL,NULL,2016-04-07,22,3769
2016040723,5098,5588,2016-04-07,23,3549
2016040724,NULL,NULL,2016-04-07,24,3318
2016040725,4916,5379,2016-04-07,25,3285
2016040726,NULL,NULL,2016-04-07,26,3129
2016040727,4700,5184,2016-04-07,27,3139
2016040728,NULL,NULL,2016-04-07,28,2975
2016040729,4531,4875,2016-04-07,29,2815
2016040730,NULL,NULL,2016-04-07,30,2690
2016040731,4349,4564,2016-04-07,31,2884
2016040732,NULL,NULL,2016-04-07,32,2756
2016040733,4156,4220,2016-04-07,33,2684
2016040734,NULL,NULL,2016-04-07,34,2442
2016040735,3855,3707,2016-04-07,35,2245
2016040736,NULL,NULL,2016-04-07,36,2030
2016040737,3559,3298,2016-04-07,37,2038
2016040738,NULL,NULL,2016-04-07,38,1802
2016040739,3272,2906,2016-04-07,39,1697
2016040740,NULL,NULL,2016-04-07,40,1649
2016040741,3026,2576,2016-04-07,41,1452
2016040742,NULL,NULL,2016-04-07,42,1375
2016040743,2785,1848,2016-04-07,43,1220
2016040744,NULL,NULL,2016-04-07,44,966
2016040745,2143,1532,2016-04-07,45,849
2016040746,NULL,NULL,2016-04-07,46,831
2016040747,1860,1196,2016-04-07,47,715
2016040748,NULL,NULL,2016-04-07,48,518
2016040801,1593,955,2016-04-08,1,487
2016040802,NULL,NULL,2016-04-08,2,505
2016040803,1370,769,2016-04-08,3,511
2016040804,NULL,NULL,2016-04-08,4,436
2016040805,1161,644,2016-04-08,5,371
2016040806,NULL,NULL,2016-04-08,6,339
2016040807,975,585,2016-04-08,7,345
2016040808,NULL,NULL,2016-04-08,8,370
2016040809,820,533,2016-04-08,9,381
2016040810,NULL,NULL,2016-04-08,10,363
2016040811,699,464,2016-04-08,11,305
2016040812,NULL,NULL,2016-04-08,12,273
2016040813,592,402,2016-04-08,13,236
2016040814,NULL,NULL,2016-04-08,14,255
2016040815,501,364,2016-04-08,15,261
2016040816,NULL,NULL,2016-04-08,16,229
2016040817,456,308,2016-04-08,17,212
2016040818,NULL,NULL,2016-04-08,18,203
2016040819,418,266,2016-04-08,19,187
2016040820,NULL,NULL,2016-04-08,20,203
2016040821,393,253,2016-04-08,21,217
2016040822,NULL,NULL,2016-04-08,22,251
2016040823,432,282,2016-04-08,23,322
2016040824,NULL,NULL,2016-04-08,24,379
2016040825,493,349,2016-04-08,25,410
2016040826,NULL,NULL,2016-04-08,26,528
2016040827,579,460,2016-04-08,27,634
2016040828,NULL,NULL,2016-04-08,28,681
2016040829,685,586,2016-04-08,29,798
2016040830,NULL,NULL,2016-04-08,30,943
2016040831,810,743,2016-04-08,31,1144
2016040832,NULL,NULL,2016-04-08,32,1340
2016040833,958,966,2016-04-08,33,1642
2016040834,NULL,NULL,2016-04-08,34,1753
2016040835,1040,1162,2016-04-08,35,1727
2016040836,NULL,NULL,2016-04-08,36,1975
2016040837,1141,1414,2016-04-08,37,2121
2016040838,NULL,NULL,2016-04-08,38,2184
2016040839,1267,1724,2016-04-08,39,2041
2016040840,NULL,NULL,2016-04-08,40,1952
2016040841,1368,2006,2016-04-08,41,1940
2016040842,NULL,NULL,2016-04-08,42,1994
2016040843,1505,2897,2016-04-08,43,2002
2016040844,NULL,NULL,2016-04-08,44,2089
2016040845,2277,3118,2016-04-08,45,2047
2016040846,NULL,NULL,2016-04-08,46,2069
2016040847,2466,3131,2016-04-08,47,2173
2016040848,NULL,NULL,2016-04-08,48,2061
2016040901,2665,2954,2016-04-09,1,1865
2016040902,NULL,NULL,2016-04-09,2,1950
2016040903,2873,2713,2016-04-09,3,1980
2016040904,NULL,NULL,2016-04-09,4,2196
2016040905,2853,2506,2016-04-09,5,2202
2016040906,NULL,NULL,2016-04-09,6,2083
2016040907,2834,2484,2016-04-09,7,1959
2016040908,NULL,NULL,2016-04-09,8,1969
2016040909,2818,2417,2016-04-09,9,2048
2016040910,NULL,NULL,2016-04-09,10,2096
2016040911,2727,2404,2016-04-09,11,2133
2016040912,NULL,NULL,2016-04-09,12,2019
2016040913,2661,2411,2016-04-09,13,2127
2016040914,NULL,NULL,2016-04-09,14,2191
2016040915,2627,2411,2016-04-09,15,2095
2016040916,NULL,NULL,2016-04-09,16,2062
2016040917,2612,2388,2016-04-09,17,2104
2016040918,NULL,NULL,2016-04-09,18,2185
2016040919,2588,2317,2016-04-09,19,2222
2016040920,NULL,NULL,2016-04-09,20,2258
2016040921,2566,2165,2016-04-09,21,2288
2016040922,NULL,NULL,2016-04-09,22,2163
2016040923,2309,1888,2016-04-09,23,2092
2016040924,NULL,NULL,2016-04-09,24,1989
2016040925,2067,1554,2016-04-09,25,1939
2016040926,NULL,NULL,2016-04-09,26,1835
2016040927,1857,1271,2016-04-09,27,1781
2016040928,NULL,NULL,2016-04-09,28,1756
2016040929,1591,1021,2016-04-09,29,1702
2016040930,NULL,NULL,2016-04-09,30,1515
2016040931,1369,886,2016-04-09,31,1347
2016040932,NULL,NULL,2016-04-09,32,1354
2016040933,1192,810,2016-04-09,33,1256
2016040934,NULL,NULL,2016-04-09,34,965
2016040935,1130,780,2016-04-09,35,801
2016040936,NULL,NULL,2016-04-09,36,814
2016040937,1077,812,2016-04-09,37,791
2016040938,NULL,NULL,2016-04-09,38,874
2016040939,1033,857,2016-04-09,39,959
2016040940,NULL,NULL,2016-04-09,40,1009
2016040941,1024,918,2016-04-09,41,1085
2016040942,NULL,NULL,2016-04-09,42,1155
2016040943,1022,924,2016-04-09,43,1432
2016040944,NULL,NULL,2016-04-09,44,1541
2016040945,1040,987,2016-04-09,45,1355
2016040946,NULL,NULL,2016-04-09,46,1214
2016040947,1014,1065,2016-04-09,47,1246
2016040948,NULL,NULL,2016-04-09,48,1297
2016041001,1015,1139,2016-04-10,1,1213
2016041002,NULL,NULL,2016-04-10,2,1168
2016041003,1046,1175,2016-04-10,3,1167
2016041004,NULL,NULL,2016-04-10,4,1109
2016041005,1048,1053,2016-04-10,5,1037
2016041006,NULL,NULL,2016-04-10,6,917
2016041007,1054,969,2016-04-10,7,806
2016041008,NULL,NULL,2016-04-10,8,659
2016041009,1060,943,2016-04-10,9,584
2016041010,NULL,NULL,2016-04-10,10,630
2016041011,1084,941,2016-04-10,11,639
2016041012,NULL,NULL,2016-04-10,12,526
2016041013,1114,959,2016-04-10,13,539
2016041014,NULL,NULL,2016-04-10,14,589
2016041015,1152,994,2016-04-10,15,644
2016041016,NULL,NULL,2016-04-10,16,716
2016041017,1258,1063,2016-04-10,17,815
2016041018,NULL,NULL,2016-04-10,18,842
2016041019,1383,1142,2016-04-10,19,826
2016041020,NULL,NULL,2016-04-10,20,828
2016041021,1519,1287,2016-04-10,21,798
2016041022,NULL,NULL,2016-04-10,22,818
2016041023,1686,1434,2016-04-10,23,932
2016041024,NULL,NULL,2016-04-10,24,1079
2016041025,1872,1564,2016-04-10,25,1176
2016041026,NULL,NULL,2016-04-10,26,1320
2016041027,2079,1760,2016-04-10,27,1556
2016041028,NULL,NULL,2016-04-10,28,1754
2016041029,2374,2003,2016-04-10,29,1995
2016041030,NULL,NULL,2016-04-10,30,2202
2016041031,2727,2434,2016-04-10,31,2420
2016041032,NULL,NULL,2016-04-10,32,2644
2016041033,3130,2944,2016-04-10,33,2742
2016041034,NULL,NULL,2016-04-10,34,2863
2016041035,3611,3430,2016-04-10,35,3153
2016041036,NULL,NULL,2016-04-10,36,3436
2016041037,4069,4007,2016-04-10,37,3665
2016041038,NULL,NULL,2016-04-10,38,3827
2016041039,4479,4513,2016-04-10,39,3802
2016041040,NULL,NULL,2016-04-10,40,3935
2016041041,4683,4830,2016-04-10,41,4148
2016041042,NULL,NULL,2016-04-10,42,4404
2016041043,4865,5451,2016-04-10,43,4528
2016041044,NULL,NULL,2016-04-10,44,4642
2016041045,5002,5580,2016-04-10,45,4628
2016041046,NULL,NULL,2016-04-10,46,4529
2016041047,5071,5558,2016-04-10,47,4595
2016041048,NULL,NULL,2016-04-10,48,4623
2016041101,5139,5545,2016-04-11,1,4408
2016041102,NULL,NULL,2016-04-11,2,4155
2016041103,5198,5543,2016-04-11,3,4041
2016041104,NULL,NULL,2016-04-11,4,4068
2016041105,5267,5509,2016-04-11,5,4113
2016041106,NULL,NULL,2016-04-11,6,4179
2016041107,5332,5470,2016-04-11,7,4241
2016041108,NULL,NULL,2016-04-11,8,4175
2016041109,5397,5475,2016-04-11,9,4117
2016041110,NULL,NULL,2016-04-11,10,4103
2016041111,5524,5532,2016-04-11,11,4040
2016041112,NULL,NULL,2016-04-11,12,4109
2016041113,5645,5607,2016-04-11,13,4215
2016041114,NULL,NULL,2016-04-11,14,4447
2016041115,5749,5650,2016-04-11,15,4722
2016041116,NULL,NULL,2016-04-11,16,4935
2016041117,5864,5699,2016-04-11,17,5114
2016041118,NULL,NULL,2016-04-11,18,5246
2016041119,5967,5773,2016-04-11,19,5352
2016041120,NULL,NULL,2016-04-11,20,5417
2016041121,6057,5880,2016-04-11,21,5560
2016041122,NULL,NULL,2016-04-11,22,5569
2016041123,6135,5959,2016-04-11,23,5481
2016041124,NULL,NULL,2016-04-11,24,5430
2016041125,6206,6035,2016-04-11,25,5354
2016041126,NULL,NULL,2016-04-11,26,5279
2016041127,6268,6070,2016-04-11,27,5067
2016041128,NULL,NULL,2016-04-11,28,4829
2016041129,6307,6033,2016-04-11,29,4665
2016041130,NULL,NULL,2016-04-11,30,4414
2016041131,6324,5968,2016-04-11,31,4239
2016041132,NULL,NULL,2016-04-11,32,4192
2016041133,6325,5870,2016-04-11,33,4260
2016041134,NULL,NULL,2016-04-11,34,4394
2016041135,6282,5859,2016-04-11,35,4285
2016041136,NULL,NULL,2016-04-11,36,4155
2016041137,6236,5848,2016-04-11,37,4062
2016041138,NULL,NULL,2016-04-11,38,3949
2016041139,6179,5822,2016-04-11,39,3895
2016041140,NULL,NULL,2016-04-11,40,3944
2016041141,6065,5842,2016-04-11,41,4025
2016041142,NULL,NULL,2016-04-11,42,3990
2016041143,5937,4496,2016-04-11,43,3822
2016041144,NULL,NULL,2016-04-11,44,3532
2016041145,5971,4283,2016-04-11,45,3458
2016041146,NULL,NULL,2016-04-11,46,3229
2016041147,5748,4065,2016-04-11,47,2904
2016041148,NULL,NULL,2016-04-11,48,2550
2016041201,5491,3831,2016-04-12,1,2444
2016041202,NULL,NULL,2016-04-12,2,2272
2016041203,5224,3572,2016-04-12,3,2155
2016041204,NULL,NULL,2016-04-12,4,1966
2016041205,5032,3409,2016-04-12,5,1872
2016041206,NULL,NULL,2016-04-12,6,1776
2016041207,4814,3208,2016-04-12,7,1818
2016041208,NULL,NULL,2016-04-12,8,1908
2016041209,4577,3063,2016-04-12,9,1839
2016041210,NULL,NULL,2016-04-12,10,2099
